situacion,zona,propuesta_id,titulo_propuesta,enlace,apoyos,categoria,aparece_en_mesa,orden_detectado_en_mesa,aparece_en_final_126,fiabilidad_lectura_mesa
Final pero no detectada en mesa,Zona Esgueva 2,8126,Proyecto de integración entre la V20/ Avenida Santander-VA113 y Cementerio,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8126,147,Participación ciudadana - Asociaciones | Transportes y movilidad | Medio Ambiente - Limpieza | Urbanismo | Turismo | Cultura,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Sur 1,8246,Remodelación y sustitución del césped artificial F11 y F7.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8246,147,Deportes,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Sur 1,8317,Crear vestuarios en el Campo de Futbol El Palero,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8317,145,Deportes,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Esgueva 2,8527,Renovacion y ampliacion de parques por Zona Santos Pilarica,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8527,136,Parques y jardines,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Pisuerga 2,7627,CARRIL BICI CALLE GLORIA FUERTES,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7627,125,Transportes y movilidad | Medio Ambiente - Limpieza,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Esgueva 2,8314,PISTA POLIDEPORTIVA futbol sala vallada en Pilarica Los Santos,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8314,110,Deportes,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Sur 1,8080,8080-Mejoras polideportivo pisuerga,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8080,102,Deportes,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Pisuerga 2,7578,Actualización parque canino Moreras,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7578,98,Salud y consumo - Animales | Urbanismo,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Esgueva 2,8332,"Acondicionamiento integral del entorno deportivo (Pumptrack, calistenia y parkou",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8332,96,Deportes | Medio Ambiente - Limpieza | Urbanismo,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Este 1,7919,Mejora Plaza Centro Cívico Delicias,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7919,96,Medio Ambiente - Limpieza | Urbanismo,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Este 2,8456,Pista polideportiva municipal en el Barrio de Las Flores,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8456,94,Deportes,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Este 1,8010,Alumbrado parque calle Aneto,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8010,91,,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Sur 2,7868,ILUMINACIÓN PARQUE KILOMETRÍN CALLE OLIMPIADAS,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7868,89,,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Esgueva 2,8302,Instalación de marquesina accesible en la calle Andrómeda,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8302,87,Transportes y movilidad | Seguridad y emergencias | Urbanismo,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Este 1,7866,Mayor iluminación parque Canterac,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7866,87,Urbanismo,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Sur 2,7590,PARADA DE BIKI EN PINAR DE ANTEQUERA Y ALUMBRADO SOLAR EN EL CARRIL BICI EXISTEN,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7590,81,,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Esgueva 1,7557,Mejora de Carril Bici Orilla del esgueva,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7557,74,Transportes y movilidad | Seguridad y emergencias,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Sur 2,8044,Creación de espacios exteriores cubiertos,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8044,72,Medio Ambiente - Limpieza | Urbanismo,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Parquesol,8575,Mejora del suelo de la pasarela que une Parquesol con el Museo de la Ciencia,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8575,68,,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Sur 2,8070,"SANTA ANA- Dinamización y mejora zona de juegos, iluminación y zona biosaludable",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8070,65,"""Urbanismo""; | ""Salud y consumo - Animales"" y | ""Participación ciudadana - Asociaciones | Servicios sociales"";",NO,,SI,no aplica
Final pero no detectada en mesa,Zona Parquesol,7712,Parques Infantiles-Parque de los Almendros/ Centro Cívico Parquesol,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7712,62,Medio Ambiente - Limpieza,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Sur 1,7833,MEJORA DE LA SEGURIDAD PEATONAL EN PASO DE CEBRA DE PLAZA DEL EJÉRCITO,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7833,60,Transportes y movilidad | Medio Ambiente - Limpieza | Seguridad y emergencias | Urbanismo,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Parquesol,8124,Parque alto de parquesol,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8124,58,Deportes | Medio Ambiente - Limpieza | Educación | Cultura,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Sur 2,7702,Juegos niñ@s mayores y adolescentes,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7702,58,Salud y consumo - Animales | Deportes,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Esgueva 2,7625,7625-Ampliar acera calle Pilarica,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7625,56,Urbanismo,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Parquesol,8036,Recuperación y mantenimiento de las escaleras de Martín Santos Romero,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8036,54,Urbanismo,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Sur 2,8022,Instalar mesas y bancos merenderos en el parque de Covaresa,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8022,53,,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Este 1,7758,Renovar vestuarios de la piscina cubierta Canterac,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7758,50,Deportes,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Esgueva 1,7997,7997-BAÑO PARA PERSONAS DE MOVILIDAD REDUCIIADA EN PLANTA BAJA DEL CC RONDILLA,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7997,49,,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Sur 1,8202,Mejorar iluminación del paso de peatones de la calle Ultramar con calle Estadio,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8202,44,Transportes y movilidad | Seguridad y emergencias | Educación,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Sur 2,8543,Tráfico y seguridad en la Cañada Real,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8543,44,Transportes y movilidad | Urbanismo,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Esgueva 1,8362,Rehabilitación de la antigua biblioteca de verano del parque Ribera de Castilla,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8362,43,Urbanismo,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Pisuerga 1,8152,Pavimentado de aceras en calle Mieses y Sementera,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8152,43,Urbanismo,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Pisuerga 2,7556,"Mejora de aceras en Calle Red, Calle de la Enseñanza y las Arenas",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7556,42,Medio Ambiente - Limpieza | Seguridad y emergencias | Urbanismo,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Pisuerga 2,8101,RECUPERACIÓN PARA EL PEATÓN DE LA AVENIDA DE SALAMANCA ENTRE G.FUERTES Y P. J. A,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8101,42,Transportes y movilidad | Medio Ambiente - Limpieza,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Esgueva 1,7999,APARATOS BIOSALUDABLES EN LA CALLE PATIO ENTRE C/ MIRABLE Y C/ CALDERON DE LA BA,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7999,38,,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Esgueva 1,8198,patio de la convivencia bancos y viosaludables.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8198,37,Urbanismo,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Este 1,7719,Parque intergeneracional en la zona de  Arcas Reales,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7719,36,"Medio Ambiente - Limpieza | Urbanismo | ""Deportes"" parques",NO,,SI,no aplica
Final pero no detectada en mesa,Zona Parquesol,7611,Acera en Martín Santos Romero y Miriam Blasco,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7611,35,Participación ciudadana - Asociaciones | Igualdad | Transportes y movilidad | Urbanismo,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Parquesol,7793,Rampas para personas con movilidad reducida,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7793,34,Servicios sociales | Urbanismo,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Centro,8352,Circuito ejercicio biosaludable al aire libre para adultos latera Campo Grande,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8352,33,Deporte | convivencia intergeneracional | Salud,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Centro,8576,Señalización paso peatones Alonso Pesquera,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8576,33,Transportes y movilidad | Urbanismo,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Parquesol,7774,Arreglar baches de las aceras,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7774,33,Transportes y movilidad,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Parquesol,7735,Arreglar las escaleras del parque de los Almendros,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7735,32,Urbanismo,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Centro,8159,Plaza el salvador,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8159,31,Parques infantiles | Deportes | Cultura,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Pisuerga 2,8144,Cerro de las contiendas: parte baja en linea con C/ Monasterio de Santa Espina,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8144,31,Medio Ambiente - Limpieza,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Esgueva 1,7716,Reforma integral plaza alberto fernandez,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7716,30,,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Parquesol,7779,Propuesta del Centro de Vida Activa- Parquesol,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7779,28,Participación ciudadana - Asociaciones | Urbanismo,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Este 2,7964,Calles abubilla y Avutarda hacia Carretera Villabáñez,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7964,26,accidente | Visibilidad,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Pisuerga 1,7606,PASO DE PEATONES PLAZA COSMOS ESQUINA CALLE SAN SEBASTIAN 4,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7606,26,,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Centro,8491,Accesibilidad en los pasos de cebra para personas con discapacidad,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8491,23,Transportes y movilidad | Urbanismo,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Centro,8102,Seguridad peatonal,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8102,21,Transportes y movilidad | Seguridad y emergencias | Urbanismo,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Centro,8468,Aparcamiento para motos en Paseo de Isabel la católica.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8468,17,Transportes y movilidad,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Sur 2,8550,Zona para juegos tradicionales y maquinas de gimnasio exterior para mayores,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8550,16,,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Esgueva 1,7776,Ampliación parque infantil c/ Amor de dios,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7776,13,Urbanismo | Educación | Cultura,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Centro,7935,Construyendo Ciudadanía,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7935,4,Educación,NO,,SI,no aplica
Final pero no detectada en mesa,Zona Parquesol,8137,arreglar los bancos de la Plaza Paseo la Habana,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8137,3,Urbanismo,NO,,SI,no aplica
Mesa y final,Zona Este 1,8190,INSTALACIONES DEPORTIVAS PINAR DE JALÓN,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8190,295,Salud y consumo - Animales | Deportes | Participación ciudadana - Asociaciones,SI,1,SI,alta
Mesa y final,Zona Este 1,8398,CARRIL BICI PINAR DE JALÓN-CENTRO + INSONORIZAR VA-30,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8398,273,Deportes | Transportes y movilidad | Seguridad y emergencias,SI,3,SI,alta
Mesa y final,Zona Este 1,8193,PINAR DE JALÓN. BARRERA NATURAL,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8193,271,Salud y consumo - Animales | Participación ciudadana - Asociaciones | Medio Ambiente - Limpieza | Educación,SI,4,SI,alta
Mesa y final,Zona Este 1,8185,Cubierta pista deportiva Pinar de Jalón,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8185,264,Deportes | Participación ciudadana - Asociaciones | Cultura,SI,5,SI,alta
Mesa y final,Zona Este 1,7966,Adecentar pinar de entrada a Pinar de Jalón,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7966,211,Deportes Juventud | Medio Ambiente | limpieza | Parque columpios pistas de deporte to...,SI,8,SI,alta
Mesa y final,Zona Sur 1,8027,Remodelación de la Plaza Juan de Austria.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8027,206,,SI,9,SI,alta
Mesa y final,Zona Este 2,8112,Renovación del césped del campo de fútbol principal complejo Don Bosco,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8112,202,Deportes,SI,1,SI,alta
Mesa y final,Zona Este 1,7922,Barrera natural acústica de arbolado en perimetro Pinar del Jalón,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7922,198,Ruido - Contaminación acústica | Contaminación ambiental y acústica,SI,9,SI,alta
Mesa y final,Zona Este 1,8178,Creación Aceras Avenida Madrid desde Edificio Madrid hasta San Agustín,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8178,197,Urbanismo,SI,10,SI,alta
Mesa y final,Zona Sur 1,7950,Calle Aurora (Reurbanización de la mitad de la calle vieja),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7950,193,Urbanismo,SI,1,SI,alta
Mesa y final,Zona Pisuerga 1,8337,Instalación de pasarela peatonal sobre el Canal de Castilla,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8337,182,Urbanismo,SI,1,SI,alta
Mesa y final,Zona Este 1,8388,Parque infantil pinar de jalón,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8388,181,,SI,7,SI,alta
Mesa y final,Zona Este 1,8055,Mesas de picnic en Parque Pinar de Jalón,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8055,173,Mesas de picnic | Parques y jardines,SI,13,SI,alta
Mesa y final,Zona Pisuerga 1,8171,Instalaciones deportivas Luis Minguela,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8171,170,Deportes Juventud,SI,3,SI,alta
Mesa y final,Zona Parquesol,7726,Reacondicionamiento de las instalaciones deportivas en el Parque del Mediodía,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7726,167,Salud y consumo - Animales | Deportes | Igualdad | Seguridad y emergencias,SI,10,SI,"media (OCR acta, conviene revisar)"
Mesa y final,Zona Esgueva 2,8359,Cubierta Polivalente en los Santos Pilarica,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8359,156,Deportes | Participación ciudadana - Asociaciones | Cultura,SI,2,SI,alta
Mesa y final,Zona Pisuerga 2,7640,CUBRIR PISTAS DE PADEL DEL POLIDEPORTIVO HUERTA DEL REY,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7640,156,Deportes,SI,1,SI,alta
Mesa y final,Zona Sur 1,8049,8049-Nuevos bancos y columpios en la Plaza Doctor Quemada,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8049,146,Parques y jardines,SI,6,SI,alta
Mesa y final,Zona Este 1,8141,Parque de las Norias.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8141,133,,SI,12,SI,alta
Mesa y final,Zona Pisuerga 1,7849,Estación Biki Expansión Puente Jardín,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7849,129,Transportes y movilidad,SI,2,SI,alta
Mesa y final,Zona Pisuerga 1,8323,"Traslado de inicio-fin línea 5,6 de autobuses",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8323,125,Transportes y movilidad,SI,6,SI,alta
Mesa y final,Zona Sur 2,8090,Parque y espacio deportivo enfrente del CEIP El Peral,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8090,120,Deportes | Medio Ambiente - Limpieza | Urbanismo | Educación,SI,9,SI,alta
Mesa y final,Zona Esgueva 2,7920,Viveros: paso de peatones parada autobús,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7920,115,Transportes y movilidad | Urbanismo,SI,4,SI,alta
Mesa y final,Zona Pisuerga 1,8029,"Creación de un gran parque naturalizado con merendero, zona infantil, pump truck",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8029,113,Salud y consumo - Animales | Deportes | Participación ciudadana - Asociaciones | Medio Ambiente - Limpieza | Urbanismo | Cultura,SI,5,SI,alta
Mesa y final,Zona Sur 2,8548,Iluminación en Cañada Real,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8548,107,Urbanismo,SI,11,SI,alta
Mesa y final,Zona Sur 1,8120,Mejora del alumbrado y parada de autobús en la Plaza Doctor Quemada,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8120,106,Transportes y movilidad | Urbanismo,SI,10,SI,alta
Mesa y final,Zona Pisuerga 2,7934,Carril bici en c/ Mieses desde hotel NH hasta Avda. los Recreos,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7934,104,,SI,3,SI,alta
Mesa y final,Zona Pisuerga 1,7821,Subida a la Fuente El Sol: una calle que necesita una reforma urgente,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7821,100,Urbanismo,SI,9,SI,alta
Mesa y final,Zona Sur 1,7562,Punto de acceso BIKI en la zona del Museo de la Ciencia,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7562,97,Transportes y movilidad,SI,8,SI,alta
Mesa y final,Zona Parquesol,7859,"Reforma integral del ""Parque de la J""",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7859,95,Deportes | Transportes y movilidad | Medio Ambiente - Limpieza | Urbanismo,SI,17,SI,"media (OCR acta, conviene revisar)"
Mesa y final,Zona Sur 1,8499,Conexión de carriles bici en Pº del Hospital Militar.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8499,86,Salud y consumo - Animales | Transportes y movilidad | Medio Ambiente - Limpieza | Seguridad y emergencias,SI,5,SI,alta
Mesa y final,Zona Pisuerga 2,8569,Cubrir patio del CIC El Empecinado,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8569,79,Participación ciudadana - Asociaciones | Cultura,SI,5,SI,alta
Mesa y final,Zona Sur 1,8088,Carril bici en Paseo de Zorrilla y Avenida Salamanca por Avda. Medina del Campo,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8088,79,,SI,4,SI,alta
Mesa y final,Zona Sur 2,8253,Aumentar la seguridad en pasos en Cañada Real,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8253,74,Transportes y movilidad,SI,10,SI,alta
Mesa y final,Zona Pisuerga 2,8111,"Actualizar pista deportiva en Parque  entre Barbecho, Mieses y Padre José Acosta",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8111,71,Deportes,SI,14,SI,alta
Mesa y final,Zona Esgueva 2,7619,Pasos de peatones elevados calle Astrofísico Carlos Sánchez Magro,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7619,70,Urbanismo,SI,3,SI,alta
Mesa y final,Zona Pisuerga 1,8227,Colocar bancos en el “Sendero Verde” del Parque Jardín Botánico,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8227,69,Participación ciudadana - Asociaciones | Medio Ambiente - Limpieza | Urbanismo,SI,7,SI,alta
Mesa y final,Zona Esgueva 1,7864,Renovación del tramo de carril bici en Tirso de Molina,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7864,64,Transportes y movilidad | Urbanismo,SI,14,SI,"media (OCR acta, conviene revisar)"
Mesa y final,Zona Pisuerga 2,8303,Habilitar en la plaza Juan Pablo II de Villa del Prado zona de juegos infantiles,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8303,64,Urbanismo,SI,8,SI,alta
Mesa y final,Zona Sur 2,7883,Creación de pasos ciclistas en Pso. Zorrilla (Parque Alameda).,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7883,62,Transportes y movilidad,SI,12,SI,alta
Mesa y final,Zona Sur 2,8139,Transformar un “retal” en un activo d relación social y de desarrollo sostenible,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8139,62,Salud y consumo - Animales | Medio Ambiente - Limpieza | Urbanismo,SI,1,SI,alta
Mesa y final,Zona Pisuerga 2,8110,Parada bikis avenida Gijón,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8110,58,Deportes | Servicios sociales | Transportes y movilidad | Medio Ambiente - Limpieza | Urbanismo,SI,9,SI,alta
Mesa y final,Zona Pisuerga 2,8186,Pista deportiva calle Familia,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8186,58,,SI,10,SI,alta
Mesa y final,Zona Pisuerga 2,8135,Recuperar antiguo mirador del Palacio de la Ribera,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8135,54,Cultura y Embellecimiento Urbano. | Patrimonio | Turismo,SI,11,SI,alta
Mesa y final,Zona Esgueva 1,7993,7993-Puertas de entrada de apertura a automática en el Centro Cívico Rondilla,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7993,52,Participación ciudadana - Asociaciones,SI,15,SI,"media (OCR acta, conviene revisar)"
Mesa y final,Zona Sur 1,8113,ESTACION BIKI EN PLAZA CREPÚSCULO,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8113,52,Deportes | Participación ciudadana - Asociaciones | Igualdad | Transportes y movilidad | Seguridad y emergencias | Urbanismo,SI,12,SI,alta
Mesa y final,Zona Este 2,7945,Estación Biki zona deportiva Santa María de la Cabeza,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7945,50,,SI,3,SI,alta
Mesa y final,Zona Pisuerga 1,8213,"Renovar bancos en plaza del Cosmos, plaza San Bartolomé, plaza de la Armonía",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8213,50,Participación ciudadana - Asociaciones | Urbanismo,SI,11,SI,alta
Mesa y final,Zona Sur 1,8086,CREAR UN CICLOBARRIO EN LA FAROLA - PLAZA DE TOROS,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8086,49,Igualdad | Servicios sociales | Transportes y movilidad | Medio Ambiente - Limpieza | Seguridad y emergencias | Urbanismo,SI,14,SI,alta
Mesa y final,Zona Centro,8026,"Arreglo paseo de las Aceñas, paseo Moreras",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8026,46,Medio Ambiente - Limpieza | Urbanismo | Cultura,SI,7,SI,"media (OCR acta, conviene revisar)"
Mesa y final,Zona Pisuerga 1,7567,Adecuacion de la plaza solidaridad,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7567,44,Urbanismo,SI,12,SI,alta
Mesa y final,Zona Esgueva 2,8433,Asfaltado Calle Vía,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8433,43,calle vía | asfaltado,SI,5,SI,alta
Mesa y final,Zona Sur 2,8092,Carriles bici en Calle de los Vinos de Rueda y Calle de los Vinos de Cigales,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8092,43,Participación ciudadana - Asociaciones | Transportes y movilidad | Medio Ambiente - Limpieza | Urbanismo,SI,3,SI,alta
Mesa y final,Zona Este 2,8553,Parque deportivo para jóvenes,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8553,42,Deportes,SI,13,SI,alta
Mesa y final,Zona Centro,8321,ALUMBRADO CALLE TAHONAS,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8321,40,Urbanismo,SI,4,SI,"media (OCR acta, conviene revisar)"
Mesa y final,Zona Esgueva 1,7744,"ARREGLO DE LA CALZADA EN PLAZA ALBERTO FERNANDEZ.Poner plantas verticales, toldo",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7744,36,Urbanismo,SI,13,SI,"media (OCR acta, conviene revisar)"
Mesa y final,Zona Pisuerga 1,8252,Sotechado cancha deportiva,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8252,36,Deportes,SI,10,SI,alta
Mesa y final,Zona Sur 2,8254,Propuesta de intervención/restauración de la Plaza de las Merindades,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8254,35,Urbanismo,SI,14,SI,alta
Mesa y final,Zona Pisuerga 1,8376,"Arreglos y Repintado Mirador de Aves, Parque Las Lavanderas",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8376,34,"Medio Ambiente"" ""Naturaleza"" ""Tiempo libre",SI,14,SI,alta
Mesa y final,Zona Este 2,8167,MARQUESINA EN LA PARADA DE AUVASA 976. LÍNEA 3,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8167,31,Transportes y movilidad,SI,14,SI,alta
Mesa y final,Zona Esgueva 1,8423,8423-Arreglo de la acera derecha Prado de la Magdalena,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8423,28,Participación ciudadana - Asociaciones | Medio Ambiente - Limpieza,SI,7,SI,"media (OCR acta, conviene revisar)"
Mesa y final,Zona Este 2,8458,Seguridad en el entorno escolar de Calle Cigüeña,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8458,23,Transportes y movilidad | Seguridad y emergencias,SI,10,SI,alta
Mesa y final,Zona Este 2,8042,Pintar líneas y pasos de cebra en inmediaciones de Polideportivo Pajarillos,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8042,22,Transportes y movilidad | Seguridad y emergencias | Urbanismo,SI,16,SI,alta
Mesa y final,Zona Esgueva 1,8542,parque infantil avenida Palencia (agrupada con 8424),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8542,20,Urbanismo,SI,3,SI,"media (OCR acta, conviene revisar)"
Mesa y final,Zona Esgueva 1,8476,Arreglo de la acera de la calle Doctor Ochoa,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8476,12,Urbanismo,SI,5,SI,"media (OCR acta, conviene revisar)"
